domain,comparison,stack_index,from_index,to_index,absolute_shift
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2012,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2013,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2014,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2017,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2018,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2019,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2020,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2023,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2024,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2025,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2026,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2027,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2029,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2030,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2031,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2032,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2033,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2034,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2035,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2039,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2040,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2041,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2044,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2045,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2046,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2047,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2048,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2049,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2050,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2051,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2054,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2055,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2056,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2057,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2059,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2062,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2063,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2065,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2066,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2067,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2069,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2070,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2072,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2073,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2074,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2077,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2079,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2085,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2086,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2087,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2088,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2089,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2090,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2093,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2096,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2097,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2098,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2099,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2100,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2101,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2102,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2103,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2104,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2105,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2106,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2107,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2108,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2111,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2112,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2113,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2114,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2115,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2116,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2117,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2118,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2120,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2121,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2122,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2123,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2125,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2126,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2127,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2129,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2130,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2131,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2132,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2133,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2134,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2135,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2136,4,6,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2137,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2138,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2139,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2141,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2144,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2146,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2147,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2151,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2152,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2153,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2154,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2156,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2157,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2158,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2159,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2160,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2161,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2162,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2163,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2164,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2165,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2166,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2167,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2169,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2170,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2171,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2172,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2173,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2175,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2177,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2178,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2179,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2180,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2181,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2182,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2183,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2184,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2185,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2186,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2187,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2188,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2190,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2193,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2194,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2196,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2198,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2199,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2200,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2206,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2207,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2208,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2212,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2213,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2216,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2217,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2218,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2221,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2222,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2224,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2226,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2232,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2234,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2235,7,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2237,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2238,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2240,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2241,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2242,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2245,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2249,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2250,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2252,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2253,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2260,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2261,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2262,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2263,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2265,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2267,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2269,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2270,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2272,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2273,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2274,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2275,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2276,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2278,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2287,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2288,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2289,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2291,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2296,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2297,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2298,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2299,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2301,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2302,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2304,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2305,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2306,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2307,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2308,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2309,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2311,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2313,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2314,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2315,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2317,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2319,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2320,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2326,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2327,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2328,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2329,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2330,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2331,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2332,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2336,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2338,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2339,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2340,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2341,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2343,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2344,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2346,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2347,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2350,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2351,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2361,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2362,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2363,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2364,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2366,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2370,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2371,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2372,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2373,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2374,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2375,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2377,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2380,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2381,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2382,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2384,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2386,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2387,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2388,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2389,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2392,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2393,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2394,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2395,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2396,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2397,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2398,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2399,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2401,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2402,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2403,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2404,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2405,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2406,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2407,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2408,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2409,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2410,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2411,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2412,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2413,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2414,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2416,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2418,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2420,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2422,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2425,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2426,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2428,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2429,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2430,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2431,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2432,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2434,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2435,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2438,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2439,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2443,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2444,6,5,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2445,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2453,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2454,5,6,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2456,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2461,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2462,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2463,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2464,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2465,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2466,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2470,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2471,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2472,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2473,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2474,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2475,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2476,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2477,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2478,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2480,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2482,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2483,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2484,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2485,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2487,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2488,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2489,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2491,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2492,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2493,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2496,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2497,6,7,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2498,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2499,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2500,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2501,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2503,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2505,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2510,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2512,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2513,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2514,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2515,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2516,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2517,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2518,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2519,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2521,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2524,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2526,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2528,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2532,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2535,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2537,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2540,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2541,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2542,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2543,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2544,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2545,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2546,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2547,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2549,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2550,5,8,3
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2551,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2552,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2554,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2555,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2556,7,8,1
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2558,6,8,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2559,5,7,2
WBC,REF-B_corrected_ten_vs_REF-C_disjoint_four,2560,6,7,1
